Country,Food,Year,Import
Kiribati,Tobacco and manufactured tobacco substitutes,2001,500
Kiribati,Tobacco and manufactured tobacco substitutes,2002,488
Kiribati,Tobacco and manufactured tobacco substitutes,2003,367
Kiribati,Tobacco and manufactured tobacco substitutes,2004,384
Kiribati,Tobacco and manufactured tobacco substitutes,2005,564
Kiribati,Tobacco and manufactured tobacco substitutes,2006,339
Kiribati,Tobacco and manufactured tobacco substitutes,2007,412
Kiribati,Tobacco and manufactured tobacco substitutes,2008,324
Kiribati,Tobacco and manufactured tobacco substitutes,2009,375
Kiribati,Tobacco and manufactured tobacco substitutes,2010,211
Kiribati,Tobacco and manufactured tobacco substitutes,2011,685
Kiribati,Tobacco and manufactured tobacco substitutes,2012,460
Kiribati,Tobacco and manufactured tobacco substitutes,2013,503
Kiribati,Tobacco and manufactured tobacco substitutes,2014,391
Kiribati,Tobacco and manufactured tobacco substitutes,2015,424
Kiribati,Tobacco and manufactured tobacco substitutes,2016,522
Kiribati,Tobacco and manufactured tobacco substitutes,2017,346
Kiribati,Tobacco and manufactured tobacco substitutes,2018,390
Kiribati,"Vegetable, fruit, nut, etc food preparations",1995,593
Kiribati,"Vegetable, fruit, nut, etc food preparations",1996,644
Kiribati,"Vegetable, fruit, nut, etc food preparations",1997,527
Kiribati,"Vegetable, fruit, nut, etc food preparations",1998,400
Kiribati,"Vegetable, fruit, nut, etc food preparations",1999,827
Kiribati,"Vegetable, fruit, nut, etc food preparations",2000,467
Kiribati,"Vegetable, fruit, nut, etc food preparations",2001,288
Kiribati,"Vegetable, fruit, nut, etc food preparations",2002,283
Kiribati,"Vegetable, fruit, nut, etc food preparations",2003,331
Kiribati,"Vegetable, fruit, nut, etc food preparations",2004,757
Kiribati,"Vegetable, fruit, nut, etc food preparations",2005,953
Kiribati,"Vegetable, fruit, nut, etc food preparations",2006,1100
Kiribati,"Vegetable, fruit, nut, etc food preparations",2007,1358
Kiribati,"Vegetable, fruit, nut, etc food preparations",2008,1018
Kiribati,"Vegetable, fruit, nut, etc food preparations",2009,1109
Kiribati,"Vegetable, fruit, nut, etc food preparations",2010,780
Kiribati,"Vegetable, fruit, nut, etc food preparations",2011,1442
Kiribati,"Vegetable, fruit, nut, etc food preparations",2012,1202
Kiribati,"Vegetable, fruit, nut, etc food preparations",2013,1816
Kiribati,"Vegetable, fruit, nut, etc food preparations",2014,2376
Kiribati,"Vegetable, fruit, nut, etc food preparations",2015,1769
Kiribati,"Vegetable, fruit, nut, etc food preparations",2016,2226
Kiribati,"Vegetable, fruit, nut, etc food preparations",2017,2289
Kiribati,"Vegetable, fruit, nut, etc food preparations",2018,1656
Marshall Islands,"Animal,vegetable fats and oils, cleavage products, et",1995,16
Marshall Islands,"Animal,vegetable fats and oils, cleavage products, et",1996,61
Marshall Islands,"Animal,vegetable fats and oils, cleavage products, et",1998,124
Marshall Islands,"Animal,vegetable fats and oils, cleavage products, et",1999,184
Marshall Islands,"Animal,vegetable fats and oils, cleavage products, et",2000,172
Marshall Islands,"Animal,vegetable fats and oils, cleavage products, et",2001,2357
Marshall Islands,"Animal,vegetable fats and oils, cleavage products, et",2002,85
Marshall Islands,"Animal,vegetable fats and oils, cleavage products, et",2003,427
Marshall Islands,"Animal,vegetable fats and oils, cleavage products, et",2004,523
Marshall Islands,"Animal,vegetable fats and oils, cleavage products, et",2005,563
Marshall Islands,"Animal,vegetable fats and oils, cleavage products, et",2006,343
Marshall Islands,"Animal,vegetable fats and oils, cleavage products, et",2007,351
Marshall Islands,"Animal,vegetable fats and oils, cleavage products, et",2008,260
Marshall Islands,"Animal,vegetable fats and oils, cleavage products, et",2009,370
Marshall Islands,"Animal,vegetable fats and oils, cleavage products, et",2010,553
Marshall Islands,"Animal,vegetable fats and oils, cleavage products, et",2011,573
Marshall Islands,"Animal,vegetable fats and oils, cleavage products, et",2012,566
Marshall Islands,"Animal,vegetable fats and oils, cleavage products, et",2013,618
Marshall Islands,"Animal,vegetable fats and oils, cleavage products, et",2014,588
Marshall Islands,"Animal,vegetable fats and oils, cleavage products, et",2015,817
Marshall Islands,"Animal,vegetable fats and oils, cleavage products, et",2016,1089
Marshall Islands,"Animal,vegetable fats and oils, cleavage products, et",2017,979
Marshall Islands,"Animal,vegetable fats and oils, cleavage products, et",2018,1020
Marshall Islands,"Beverages, spirits and vinegar",1995,6815
Marshall Islands,"Beverages, spirits and vinegar",1996,3686
Marshall Islands,"Beverages, spirits and vinegar",1997,5285
Marshall Islands,"Beverages, spirits and vinegar",1998,8013
Marshall Islands,"Beverages, spirits and vinegar",1999,10359
Marshall Islands,"Beverages, spirits and vinegar",2000,18058
Marshall Islands,"Beverages, spirits and vinegar",2001,16045
Marshall Islands,"Beverages, spirits and vinegar",2002,10689
Marshall Islands,"Beverages, spirits and vinegar",2003,15229
Marshall Islands,"Beverages, spirits and vinegar",2004,18386
Marshall Islands,"Beverages, spirits and vinegar",2005,12820
Marshall Islands,"Beverages, spirits and vinegar",2006,9165
Marshall Islands,"Beverages, spirits and vinegar",2007,10605
Marshall Islands,"Beverages, spirits and vinegar",2008,12054
Marshall Islands,"Beverages, spirits and vinegar",2009,7836
Marshall Islands,"Beverages, spirits and vinegar",2010,9850
Marshall Islands,"Beverages, spirits and vinegar",2011,11748
Marshall Islands,"Beverages, spirits and vinegar",2012,13748
Marshall Islands,"Beverages, spirits and vinegar",2013,9909
Marshall Islands,"Beverages, spirits and vinegar",2014,10073
Marshall Islands,"Beverages, spirits and vinegar",2015,11159
Marshall Islands,"Beverages, spirits and vinegar",2016,14214
Marshall Islands,"Beverages, spirits and vinegar",2017,15675
Marshall Islands,"Beverages, spirits and vinegar",2018,17572
Marshall Islands,"Cereal, flour, starch, milk preparations and products",1995,451
Marshall Islands,"Cereal, flour, starch, milk preparations and products",1996,375
Marshall Islands,"Cereal, flour, starch, milk preparations and products",1997,713
Marshall Islands,"Cereal, flour, starch, milk preparations and products",1998,882
Marshall Islands,"Cereal, flour, starch, milk preparations and products",1999,913
Marshall Islands,"Cereal, flour, starch, milk preparations and products",2000,1006
Marshall Islands,"Cereal, flour, starch, milk preparations and products",2001,1660
Marshall Islands,"Cereal, flour, starch, milk preparations and products",2002,1894
Marshall Islands,"Cereal, flour, starch, milk preparations and products",2003,1947
Marshall Islands,"Cereal, flour, starch, milk preparations and products",2004,1458
Marshall Islands,"Cereal, flour, starch, milk preparations and products",2005,1402
Marshall Islands,"Cereal, flour, starch, milk preparations and products",2006,1585
Marshall Islands,"Cereal, flour, starch, milk preparations and products",2007,1873
Marshall Islands,"Cereal, flour, starch, milk preparations and products",2008,3546
Marshall Islands,"Cereal, flour, starch, milk preparations and products",2009,5060
Marshall Islands,"Cereal, flour, starch, milk preparations and products",2010,3610
Marshall Islands,"Cereal, flour, starch, milk preparations and products",2011,4337
Marshall Islands,"Cereal, flour, starch, milk preparations and products",2012,4359
Marshall Islands,"Cereal, flour, starch, milk preparations and products",2013,4730
Marshall Islands,"Cereal, flour, starch, milk preparations and products",2014,7650
Marshall Islands,"Cereal, flour, starch, milk preparations and products",2015,7259
Marshall Islands,"Cereal, flour, starch, milk preparations and products",2016,9420
Marshall Islands,"Cereal, flour, starch, milk preparations and products",2017,9810
Marshall Islands,"Cereal, flour, starch, milk preparations and products",2018,8691
Marshall Islands,Cereals,1995,8932
Marshall Islands,Cereals,1996,5928
Marshall Islands,Cereals,1997,7216
Marshall Islands,Cereals,1998,5692
Marshall Islands,Cereals,1999,4369
Marshall Islands,Cereals,2000,8528
Marshall Islands,Cereals,2001,6784
Marshall Islands,Cereals,2002,13765
Marshall Islands,Cereals,2003,4654
Marshall Islands,Cereals,2004,3109
Marshall Islands,Cereals,2005,2436
Marshall Islands,Cereals,2006,1744
Marshall Islands,Cereals,2007,763
Marshall Islands,Cereals,2008,1772
Marshall Islands,Cereals,2009,2748
Marshall Islands,Cereals,2010,2048
Marshall Islands,Cereals,2011,2988
Marshall Islands,Cereals,2012,5540
Marshall Islands,Cereals,2013,4381
Marshall Islands,Cereals,2014,5430
Marshall Islands,Cereals,2015,6753
Marshall Islands,Cereals,2016,1780
Marshall Islands,Cereals,2017,14075
Marshall Islands,Cereals,2018,11249
Marshall Islands,Cocoa and cocoa preparations,1995,72
Marshall Islands,Cocoa and cocoa preparations,1996,13
Marshall Islands,Cocoa and cocoa preparations,1997,16
Marshall Islands,Cocoa and cocoa preparations,1999,616
Marshall Islands,Cocoa and cocoa preparations,2000,45
Marshall Islands,Cocoa and cocoa preparations,2001,301
Marshall Islands,Cocoa and cocoa preparations,2002,229
Marshall Islands,Cocoa and cocoa preparations,2003,68
Marshall Islands,Cocoa and cocoa preparations,2004,46
Marshall Islands,Cocoa and cocoa preparations,2005,30
Marshall Islands,Cocoa and cocoa preparations,2006,13
Marshall Islands,Cocoa and cocoa preparations,2007,15
Marshall Islands,Cocoa and cocoa preparations,2008,128
Marshall Islands,Cocoa and cocoa preparations,2009,26
Marshall Islands,Cocoa and cocoa preparations,2010,25
Marshall Islands,Cocoa and cocoa preparations,2011,33
Marshall Islands,Cocoa and cocoa preparations,2012,17
Marshall Islands,Cocoa and cocoa preparations,2013,64
Marshall Islands,Cocoa and cocoa preparations,2014,25
Marshall Islands,Cocoa and cocoa preparations,2015,33
Marshall Islands,Cocoa and cocoa preparations,2016,80
Marshall Islands,Cocoa and cocoa preparations,2017,52
Marshall Islands,Cocoa and cocoa preparations,2018,53
Marshall Islands,"Coffee, tea, mate and spices",1995,40
Marshall Islands,"Coffee, tea, mate and spices",1996,5
Marshall Islands,"Coffee, tea, mate and spices",1997,8
Marshall Islands,"Coffee, tea, mate and spices",1999,53
Marshall Islands,"Coffee, tea, mate and spices",2000,120
Marshall Islands,"Coffee, tea, mate and spices",2001,1
Marshall Islands,"Coffee, tea, mate and spices",2002,1
Marshall Islands,"Coffee, tea, mate and spices",2003,13
Marshall Islands,"Coffee, tea, mate and spices",2004,201
Marshall Islands,"Coffee, tea, mate and spices",2005,4
Marshall Islands,"Coffee, tea, mate and spices",2006,65
Marshall Islands,"Coffee, tea, mate and spices",2007,1
Marshall Islands,"Coffee, tea, mate and spices",2008,4
Marshall Islands,"Coffee, tea, mate and spices",2009,8
Marshall Islands,"Coffee, tea, mate and spices",2010,154
Marshall Islands,"Coffee, tea, mate and spices",2011,20
Marshall Islands,"Coffee, tea, mate and spices",2012,104
Marshall Islands,"Coffee, tea, mate and spices",2013,61
Marshall Islands,"Coffee, tea, mate and spices",2014,9
Marshall Islands,"Coffee, tea, mate and spices",2015,12
Marshall Islands,"Coffee, tea, mate and spices",2016,76
Marshall Islands,"Coffee, tea, mate and spices",2017,32
Marshall Islands,"Coffee, tea, mate and spices",2018,30
Marshall Islands,"Dairy products, eggs, honey, edible animal product nes",1995,819
Marshall Islands,"Dairy products, eggs, honey, edible animal product nes",1996,487
Marshall Islands,"Dairy products, eggs, honey, edible animal product nes",1997,1291
Marshall Islands,"Dairy products, eggs, honey, edible animal product nes",1998,1237
Marshall Islands,"Dairy products, eggs, honey, edible animal product nes",1999,1009
Marshall Islands,"Dairy products, eggs, honey, edible animal product nes",2000,409
Marshall Islands,"Dairy products, eggs, honey, edible animal product nes",2001,481
Marshall Islands,"Dairy products, eggs, honey, edible animal product nes",2002,285
Marshall Islands,"Dairy products, eggs, honey, edible animal product nes",2003,265
Marshall Islands,"Dairy products, eggs, honey, edible animal product nes",2004,567
Marshall Islands,"Dairy products, eggs, honey, edible animal product nes",2005,717
Marshall Islands,"Dairy products, eggs, honey, edible animal product nes",2006,1142
Marshall Islands,"Dairy products, eggs, honey, edible animal product nes",2007,1759
Marshall Islands,"Dairy products, eggs, honey, edible animal product nes",2008,582
Marshall Islands,"Dairy products, eggs, honey, edible animal product nes",2009,1286
Marshall Islands,"Dairy products, eggs, honey, edible animal product nes",2010,1468
Marshall Islands,"Dairy products, eggs, honey, edible animal product nes",2011,1079
Marshall Islands,"Dairy products, eggs, honey, edible animal product nes",2012,900
Marshall Islands,"Dairy products, eggs, honey, edible animal product nes",2013,748
Marshall Islands,"Dairy products, eggs, honey, edible animal product nes",2014,931
Marshall Islands,"Dairy products, eggs, honey, edible animal product nes",2015,1910
Marshall Islands,"Dairy products, eggs, honey, edible animal product nes",2016,1284
Marshall Islands,"Dairy products, eggs, honey, edible animal product nes",2017,1289
Marshall Islands,"Dairy products, eggs, honey, edible animal product nes",2018,1929
Marshall Islands,"Edible fruit, nuts, peel of citrus fruit, melons",1995,64
Marshall Islands,"Edible fruit, nuts, peel of citrus fruit, melons",1996,0
Marshall Islands,"Edible fruit, nuts, peel of citrus fruit, melons",1998,36
Marshall Islands,"Edible fruit, nuts, peel of citrus fruit, melons",1999,109
Marshall Islands,"Edible fruit, nuts, peel of citrus fruit, melons",2000,117
Marshall Islands,"Edible fruit, nuts, peel of citrus fruit, melons",2001,255
Marshall Islands,"Edible fruit, nuts, peel of citrus fruit, melons",2002,473
Marshall Islands,"Edible fruit, nuts, peel of citrus fruit, melons",2003,98
Marshall Islands,"Edible fruit, nuts, peel of citrus fruit, melons",2004,114
Marshall Islands,"Edible fruit, nuts, peel of citrus fruit, melons",2005,217
Marshall Islands,"Edible fruit, nuts, peel of citrus fruit, melons",2006,413
Marshall Islands,"Edible fruit, nuts, peel of citrus fruit, melons",2007,120
Marshall Islands,"Edible fruit, nuts, peel of citrus fruit, melons",2008,239
Marshall Islands,"Edible fruit, nuts, peel of citrus fruit, melons",2009,185
Marshall Islands,"Edible fruit, nuts, peel of citrus fruit, melons",2010,142
Marshall Islands,"Edible fruit, nuts, peel of citrus fruit, melons",2011,193
Marshall Islands,"Edible fruit, nuts, peel of citrus fruit, melons",2012,252
Marshall Islands,"Edible fruit, nuts, peel of citrus fruit, melons",2013,254
Marshall Islands,"Edible fruit, nuts, peel of citrus fruit, melons",2014,84
Marshall Islands,"Edible fruit, nuts, peel of citrus fruit, melons",2015,182
Marshall Islands,"Edible fruit, nuts, peel of citrus fruit, melons",2016,143
Marshall Islands,"Edible fruit, nuts, peel of citrus fruit, melons",2017,95
Marshall Islands,"Edible fruit, nuts, peel of citrus fruit, melons",2018,260
Marshall Islands,Edible vegetables and certain roots and tubers,1995,772
Marshall Islands,Edible vegetables and certain roots and tubers,1996,632
Marshall Islands,Edible vegetables and certain roots and tubers,1997,604
Marshall Islands,Edible vegetables and certain roots and tubers,1998,29
Marshall Islands,Edible vegetables and certain roots and tubers,1999,541
Marshall Islands,Edible vegetables and certain roots and tubers,2000,1232
Marshall Islands,Edible vegetables and certain roots and tubers,2001,644
Marshall Islands,Edible vegetables and certain roots and tubers,2002,811
Marshall Islands,Edible vegetables and certain roots and tubers,2003,420
Marshall Islands,Edible vegetables and certain roots and tubers,2004,48
Marshall Islands,Edible vegetables and certain roots and tubers,2005,171
Marshall Islands,Edible vegetables and certain roots and tubers,2006,159
Marshall Islands,Edible vegetables and certain roots and tubers,2007,17
Marshall Islands,Edible vegetables and certain roots and tubers,2008,79
Marshall Islands,Edible vegetables and certain roots and tubers,2009,32
Marshall Islands,Edible vegetables and certain roots and tubers,2011,41
Marshall Islands,Edible vegetables and certain roots and tubers,2012,200
Marshall Islands,Edible vegetables and certain roots and tubers,2013,63
Marshall Islands,Edible vegetables and certain roots and tubers,2014,134
Marshall Islands,Edible vegetables and certain roots and tubers,2015,191
Marshall Islands,Edible vegetables and certain roots and tubers,2016,229
